Município;2021/Jan;2021/Fev;2021/Mar;2021/Abr;2021/Mai;2021/Jun;2021/Jul;2021/Ago;2021/Set;2021/Out;2021/Nov;2021/Dez;2022/Jan;2022/Fev;2022/Mar;2022/Abr;2022/Mai;2022/Jun;2022/Jul;2022/Ago
150570 PONTA DE PEDRAS;12;12;15;19;49;79;35;29;59;-;21;27;24;22;11;9;12;42;33;-
150580 PORTEL;14;5;17;28;29;25;13;22;18;11;14;12;14;15;14;7;3;-;-;-
150590 PORTO DE MOZ;35;15;19;26;48;42;38;11;23;21;24;27;50;25;14;21;18;18;20;20
150600 PRAINHA;60;74;29;31;31;14;5;8;2;14;-;-;18;4;16;6;6;-;-;-
150610 PRIMAVERA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
150611 QUATIPURU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
150613 REDENCAO;78;95;287;262;278;257;126;107;70;52;64;97;116;94;55;37;36;31;43;27
150616 RIO MARIA;23;19;58;56;78;39;18;6;6;12;9;45;37;7;3;6;2;8;6;2
150618 RONDON DO PARA;75;75;100;83;56;61;59;67;73;76;76;88;80;72;57;50;69;74;58;27
150619 RUROPOLIS;22;25;37;19;20;14;18;18;8;10;6;8;26;16;5;-;-;-;-;-
150620 SALINOPOLIS;15;5;23;24;16;15;7;24;14;10;25;12;15;12;12;8;9;7;3;-
150630 SALVATERRA;14;9;23;20;12;26;9;2;23;22;21;16;14;15;12;13;9;16;17;6
150635 SANTA BARBARA DO PARA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
150640 SANTA CRUZ DO ARARI;3;11;10;9;8;5;5;5;9;6;10;13;5;11;2;8;8;10;10;10
150650 SANTA IZABEL DO PARA;10;18;61;42;31;24;30;22;21;22;22;25;30;13;11;9;5;13;28;26
150655 SANTA LUZIA DO PARA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
150658 SANTA MARIA DAS BARREIRAS;8;2;-;10;14;20;8;4;7;3;4;5;13;6;1;4;5;2;7;-
150660 SANTA MARIA DO PARA;4;6;22;12;8;13;12;26;17;20;24;15;22;10;8;9;11;7;5;-
150670 SANTANA DO ARAGUAIA;32;22;89;75;59;133;80;49;52;24;64;86;81;28;8;7;18;18;24;27
150680 SANTAREM;193;351;471;365;329;228;196;123;93;104;119;106;140;105;59;39;46;35;19;5
150690 SANTAREM NOVO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
150700 SANTO ANTONIO DO TAUA;193;156;123;98;99;93;131;142;132;116;107;143;154;94;143;159;241;215;204;34
150710 SAO CAETANO DE ODIVELAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
150715 SAO DOMINGOS DO ARAGUAIA;10;4;5;6;19;24;13;12;3;16;23;12;25;7;6;8;7;11;12;8
150720 SAO DOMINGOS DO CAPIM;19;12;31;47;36;42;23;18;45;17;13;10;42;28;27;29;28;8;-;-
150730 SAO FELIX DO XINGU;56;41;41;46;61;46;27;36;46;32;37;44;61;55;21;24;42;49;47;22
150740 SAO FRANCISCO DO PARA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
150745 SAO GERALDO DO ARAGUAIA;26;24;11;29;32;23;19;24;12;8;24;17;26;29;32;20;-;-;-;-
150746 SAO JOAO DA PONTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
150747 SAO JOAO DE PIRABAS;29;29;42;31;21;16;17;7;10;11;3;-;9;8;4;-;11;6;8;-
150750 SAO JOAO DO ARAGUAIA;3;4;7;8;7;6;4;4;1;1;5;5;2;2;2;4;6;6;4;9
150760 SAO MIGUEL DO GUAMA;19;18;31;42;43;31;33;46;24;47;25;17;29;31;17;19;16;10;11;10
150770 SAO SEBASTIAO DA BOA VISTA;3;5;14;3;10;8;22;20;18;-;-;-;-;28;19;19;21;16;11;17
150775 SAPUCAIA;4;3;4;-;2;3;4;5;4;3;6;8;15;8;4;3;4;-;-;-
150780 SENADOR JOSE PORFIRIO;22;14;3;7;5;6;12;15;13;16;14;14;7;7;8;3;6;15;-;-
150790 SOURE;14;22;27;29;21;21;15;17;21;17;13;14;11;16;18;17;14;9;22;-
150795 TAILANDIA;11;19;99;73;68;44;37;24;13;14;12;22;12;15;14;6;11;14;18;17
150796 TERRA ALTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
150797 TERRA SANTA;50;66;18;19;27;19;8;6;6;4;14;16;5;6;6;1;5;7;-;-
150800 TOME-ACU;42;65;59;54;68;89;58;31;30;39;38;30;29;21;39;13;18;20;20;16
150803 TRACUATEUA;22;32;24;37;32;40;37;35;32;22;34;16;23;22;25;14;25;12;12;23
150805 TRAIRAO;8;23;65;42;28;19;31;9;6;15;22;32;56;23;18;9;18;26;23;11
150808 TUCUMA;110;74;79;90;138;88;67;59;46;71;137;157;115;103;63;71;72;25;11;-
150810 TUCURUI;44;51;86;118;98;94;56;39;16;15;19;26;43;19;8;7;15;9;10;-
150812 ULIANOPOLIS;42;22;36;45;47;55;67;41;21;25;66;116;40;49;43;40;45;60;40;-
150815 URUARA;44;49;105;95;67;41;24;25;17;18;60;47;36;44;22;34;28;18;22;-
150820 VIGIA;15;28;50;69;35;29;23;16;7;18;10;20;35;26;14;13;45;48;34;-
150830 VISEU;20;41;66;50;54;45;23;21;38;19;26;10;35;45;33;23;30;28;40;21
150835 VITORIA DO XINGU;26;34;45;57;42;23;14;10;6;18;22;20;31;12;7;13;14;8;8;13
150840 XINGUARA;39;39;107;122;84;49;22;18;12;19;21;62;75;32;13;8;12;20;12;19
160005 SERRA DO NAVIO;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-
160010 AMAPA;-;1;2;1;-;8;1;3;4;1;5;3;2;3;4;3;4;2;2;-
160015 PEDRA BRANCA DO AMAPARI;-;-;1;4;6;3;2;-;2;-;1;2;2;1;1;-;-;1;2;-
160020 CALCOENE;-;-;-;8;3;2;1;1;2;5;3;3;-;1;2;6;3;1;6;-
160021 CUTIAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
160023 FERREIRA GOMES;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;2;3;-;-
160025 ITAUBAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
160027 LARANJAL DO JARI;64;111;153;89;81;71;46;58;17;30;21;21;43;17;34;29;38;20;23;-
160030 MACAPA;329;293;617;617;691;482;316;147;95;112;110;153;285;161;91;73;81;76;102;-
160040 MAZAGAO;-;-;-;-;-;-;-;-;3;3;-;-;-;-;-;-;-;2;2;-
160050 OIAPOQUE;73;68;51;32;40;30;19;24;26;54;28;15;10;18;12;14;20;8;9;-
160053 PORTO GRANDE;4;4;2;-;2;3;1;-;6;1;6;6;3;7;8;2;4;6;-;-
160055 PRACUUBA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
160060 SANTANA;34;19;39;20;22;30;41;58;42;57;50;76;171;89;53;31;9;-;-;-
160070 TARTARUGALZINHO;2;-;2;-;2;4;1;4;1;6;1;2;3;6;2;-;1;-;2;-
160080 VITORIA DO JARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170025 ABREULANDIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170030 AGUIARNOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170035 ALIANCA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170040 ALMAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170070 ALVORADA;5;7;25;13;16;16;37;18;3;3;3;1;8;9;4;1;5;1;-;-
170100 ANANAS;1;1;-;-;-;1;1;-;-;-;-;1;2;-;4;3;5;1;1;3
170105 ANGICO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170110 APARECIDA DO RIO NEGRO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170130 ARAGOMINAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170190 ARAGUACEMA;-;-;17;5;6;1;-;1;2;1;-;1;2;9;5;3;2;-;-;-
170200 ARAGUACU;5;8;20;16;10;5;13;11;5;7;9;6;6;3;-;7;6;2;1;-
170210 ARAGUAINA;143;173;302;255;371;345;295;212;143;126;143;185;312;158;158;126;120;111;66;15
170215 ARAGUANA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170220 ARAGUATINS;8;10;27;22;51;27;17;9;13;10;20;27;16;23;10;9;11;13;20;-
170230 ARAPOEMA;18;19;26;18;15;27;10;15;2;10;53;53;34;24;16;12;5;8;-;-
170240 ARRAIAS;1;9;17;15;14;35;25;6;10;4;10;12;12;7;-;7;-;-;-;-
170255 AUGUSTINOPOLIS;29;27;34;31;52;37;44;17;18;29;18;26;35;23;21;7;-;-;-;-
170270 AURORA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170290 AXIXA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170300 BABACULANDIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170305 BANDEIRANTES DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170307 BARRA DO OURO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170310 BARROLANDIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170320 BERNARDO SAYAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170330 BOM JESUS DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170360 BRASILANDIA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170370 BREJINHO DE NAZARE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170380 BURITI DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170382 CACHOEIRINHA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170384 CAMPOS LINDOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170386 CARIRI DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170388 CARMOLANDIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170389 CARRASCO BONITO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170390 CASEARA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170410 CENTENARIO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170460 CHAPADA DE AREIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170510 CHAPADA DA NATIVIDADE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170550 COLINAS DO TOCANTINS;21;25;107;78;136;54;21;18;5;14;24;19;28;27;9;6;15;19;10;5
170555 COMBINADO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170560 CONCEICAO DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170600 COUTO MAGALHAES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170610 CRISTALANDIA;-;-;5;-;1;1;2;6;-;1;-;-;-;-;-;-;-;-;-;-
170625 CRIXAS DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170650 DARCINOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170700 DIANOPOLIS;6;10;31;19;28;25;10;9;12;3;4;6;5;3;7;3;3;1;-;-
170710 DIVINOPOLIS DO TOCANTINS;3;6;14;25;24;34;29;25;9;2;5;12;20;15;19;-;6;11;8;10
170720 DOIS IRMAOS DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170730 DUERE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170740 ESPERANTINA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170755 FATIMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170765 FIGUEIROPOLIS;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-
170770 FILADELFIA;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-
170820 FORMOSO DO ARAGUAIA;2;5;31;21;10;11;7;10;10;3;13;1;7;1;3;6;4;5;11;7
170825 FORTALEZA DO TABOCAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170830 GOIANORTE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170900 GOIATINS;5;-;1;-;2;9;6;-;-;4;1;2;-;-;-;-;-;-;-;-
170930 GUARAI;35;23;61;38;46;27;16;7;8;10;17;26;23;11;8;9;-;1;-;-
170950 GURUPI;57;47;117;136;141;193;167;132;106;42;57;59;119;81;33;31;13;12;7;-
170980 IPUEIRAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171050 ITACAJA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171070 ITAGUATINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171090 ITAPIRATINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171110 ITAPORA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171150 JAU DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171180 JUARINA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171190 LAGOA DA CONFUSAO;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171195 LAGOA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171200 LAJEADO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171215 LAVANDEIRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171240 LIZARDA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171245 LUZINOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171250 MARIANOPOLIS DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171270 MATEIROS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171280 MAURILANDIA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171320 MIRACEMA DO TOCANTINS;13;30;91;61;49;42;30;17;5;14;14;41;54;35;16;10;7;7;5;-
171330 MIRANORTE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171360 MONTE DO CARMO;-;-;5;6;-;2;-;2;-;3;14;3;9;3;1;3;1;-;5;-
171370 MONTE SANTO DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171380 PALMEIRAS DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171395 MURICILANDIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171420 NATIVIDADE;-;1;1;1;9;5;3;2;2;-;2;2;-;2;1;2;2;-;-;-
171430 NAZARE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171488 NOVA OLINDA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171500 NOVA ROSALANDIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171510 NOVO ACORDO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171515 NOVO ALEGRE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171525 NOVO JARDIM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171550 OLIVEIRA DE FATIMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171570 PALMEIRANTE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171575 PALMEIROPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-
171610 PARAISO DO TOCANTINS;27;46;124;114;47;46;23;30;22;14;11;16;55;28;11;14;16;9;-;-
171620 PARANA;1;2;8;2;2;4;3;17;3;10;2;10;13;3;7;4;4;4;2;2
171630 PAU D'ARCO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171650 PEDRO AFONSO;8;12;22;31;32;28;23;13;10;8;12;9;23;8;7;7;9;4;4;-
171660 PEIXE;-;5;22;24;5;13;6;4;4;2;3;3;10;4;13;7;-;-;-;-
171665 PEQUIZEIRO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171670 COLMEIA;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-
171700 PINDORAMA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171720 PIRAQUE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171750 PIUM;4;4;35;-;-;14;5;3;3;2;6;9;-;-;-;-;-;-;-;-
171780 PONTE ALTA DO BOM JESUS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171790 PONTE ALTA DO TOCANTINS;1;3;4;3;1;5;2;-;-;-;-;-;2;-;-;-;-;1;-;-
171800 PORTO ALEGRE DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171820 PORTO NACIONAL;58;70;119;91;69;56;74;50;16;26;22;48;78;41;25;23;27;6;-;-
171830 PRAIA NORTE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171840 PRESIDENTE KENNEDY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171845 PUGMIL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171850 RECURSOLANDIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171855 RIACHINHO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171865 RIO DA CONCEICAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171870 RIO DOS BOIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171875 RIO SONO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171880 SAMPAIO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171884 SANDOLANDIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171886 SANTA FE DO ARAGUAIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171888 SANTA MARIA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171889 SANTA RITA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171890 SANTA ROSA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171900 SANTA TEREZA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172000 SANTA TEREZINHA DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172010 SAO BENTO DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172015 SAO FELIX DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172020 SAO MIGUEL DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172025 SAO SALVADOR DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172030 SAO SEBASTIAO DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172049 SAO VALERIO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172065 SILVANOPOLIS;-;1;7;-;1;1;-;-;-;-;-;3;4;-;1;-;3;-;1;-
172080 SITIO NOVO DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172085 SUCUPIRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172090 TAGUATINGA;6;4;5;20;36;19;11;6;5;3;2;5;6;6;5;2;1;2;4;1
172093 TAIPAS DO TOCANTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172097 TALISMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172100 PALMAS;207;365;365;341;388;453;302;223;153;83;77;128;140;165;123;74;4;1;-;-
172110 TOCANTINIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172120 TOCANTINOPOLIS;8;9;24;38;26;26;31;27;18;6;4;9;2;7;9;6;3;4;5;6
172125 TUPIRAMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172130 TUPIRATINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172208 WANDERLANDIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172210 XAMBIOA;25;33;31;40;65;63;21;23;13;13;19;12;25;19;16;5;1;-;-;-
210005 ACAILANDIA;43;57;160;97;101;100;99;65;34;56;59;51;60;32;26;26;37;20;10;-
210010 AFONSO CUNHA;22;23;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210015 AGUA DOCE DO MARANHAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210020 ALCANTARA;13;13;6;6;12;12;11;6;-;3;2;3;1;2;-;-;-;-;-;-
210030 ALDEIAS ALTAS;39;20;24;14;-;-;-;-;-;-;-;-;93;18;2;24;19;-;-;-
210040 ALTAMIRA DO MARANHAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210043 ALTO ALEGRE DO MARANHAO;2;10;21;19;16;7;-;1;-;-;-;-;-;2;13;2;-;-;-;-
210047 ALTO ALEGRE DO PINDARE;46;47;50;45;49;59;53;53;43;43;45;88;66;33;31;59;52;45;37;19
210050 ALTO PARNAIBA;-;-;-;-;-;-;-;-;-;-;-;-;17;14;11;21;23;15;11;-
210055 AMAPA DO MARANHAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210060 AMARANTE DO MARANHAO;14;62;45;61;29;28;24;31;17;77;109;220;261;300;40;44;23;20;16;9
210070 ANAJATUBA;-;-;-;-;10;9;11;17;8;4;5;8;5;4;8;-;-;-;-;-
210080 ANAPURUS;11;22;35;17;30;31;4;12;9;6;1;-;4;7;3;22;8;3;8;15
210083 APICUM-ACU;31;37;28;39;44;41;47;43;43;32;35;43;40;55;42;53;25;26;28;38
210087 ARAGUANA;-;-;-;-;-;-;-;-;-;-;-;-;33;33;37;-;-;-;-;-
210090 ARAIOSES;-;-;-;-;-;-;-;-;-;-;-;9;16;1;2;4;4;3;2;-
210095 ARAME;22;33;30;28;16;36;19;27;18;18;25;29;14;24;12;-;-;-;-;-
210100 ARARI;16;9;11;19;3;3;9;6;12;16;7;1;2;-;-;-;-;-;-;-
210110 AXIXA;8;4;1;1;1;-;4;2;3;2;5;17;11;11;8;13;11;7;-;-
210120 BACABAL;80;109;268;257;248;245;167;128;56;49;61;59;105;76;33;28;37;38;49;22
210125 BACABEIRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210130 BACURI;27;30;33;42;49;49;36;55;33;33;50;43;104;55;34;25;-;-;-;-
210135 BACURITUBA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210140 BALSAS;77;64;145;135;120;164;82;67;60;29;30;34;66;49;35;33;33;22;34;13
210150 BARAO DE GRAJAU;10;7;19;27;30;26;20;17;15;7;8;16;8;9;5;17;8;10;6;8
210160 BARRA DO CORDA;27;26;53;58;84;67;38;30;16;7;4;8;7;8;10;12;14;6;5;1
210170 BARREIRINHAS;15;15;35;39;40;70;71;21;14;17;13;12;22;10;6;9;14;14;12;1
210173 BELAGUA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210177 BELA VISTA DO MARANHAO;12;19;13;35;81;71;41;15;23;11;59;7;36;37;49;29;-;-;-;-
210180 BENEDITO LEITE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210190 BEQUIMAO;8;6;3;40;19;12;9;14;4;10;5;8;11;13;12;7;12;7;8;-
210193 BERNARDO DO MEARIM;2;3;22;18;4;5;4;-;-;1;1;12;32;6;5;3;8;17;7;-
210197 BOA VISTA DO GURUPI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210200 BOM JARDIM;3;70;78;69;74;40;31;53;64;32;47;56;203;52;52;46;51;23;-;-
210203 BOM JESUS DAS SELVAS;29;35;53;30;29;32;26;24;36;52;63;49;34;22;18;20;26;28;27;-
210207 BOM LUGAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210210 BREJO;30;32;33;26;36;26;25;24;23;13;19;15;26;25;5;12;13;8;-;-
210215 BREJO DE AREIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210220 BURITI;-;-;-;-;-;-;-;-;-;-;-;-;-;23;14;38;17;15;-;-
210230 BURITI BRAVO;56;37;45;47;76;51;31;49;52;33;35;41;37;20;38;29;14;11;6;-
210232 BURITICUPU;46;135;84;111;200;181;93;64;70;37;33;73;50;96;89;25;63;100;12;-
210235 BURITIRANA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210237 CACHOEIRA GRANDE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210240 CAJAPIO;2;3;2;1;1;3;2;2;2;4;6;4;3;2;6;7;8;6;7;-
210250 CAJARI;2;-;2;6;1;1;1;2;3;2;3;1;1;-;3;8;4;1;3;-
210255 CAMPESTRE DO MARANHAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210260 CANDIDO MENDES;1;10;7;-;-;15;19;13;30;28;15;9;15;25;16;25;11;16;16;-
210270 CANTANHEDE;9;6;10;17;11;18;11;44;36;28;15;44;27;22;24;31;28;34;13;31
210275 CAPINZAL DO NORTE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210280 CAROLINA;17;42;44;85;54;30;36;62;38;20;19;21;40;15;48;45;13;20;24;14
